1 ,25 ,31 ,13 ,10 
1 ,2 ,17 ,19 ,7 
1 ,29 ,26 ,28 ,0 
1 ,21 ,32 ,23 ,17 
1 ,3 ,16 ,38 ,24 
1 ,13 ,22 ,7 ,24 
1 ,20 ,11 ,45 ,27 
1 ,30 ,9 ,21 ,34 
1 ,1 ,28 ,16 ,20 
1 ,5 ,24 ,10 ,38 
1 ,12 ,6 ,21 ,15 
1 ,7 ,10 ,7 ,12 
1 ,8 ,18 ,20 ,34 
1 ,14 ,15 ,14 ,12 
1 ,23 ,27 ,20 ,24 
1 ,19 ,4 ,25 ,24 
2 ,31 ,13 ,31 ,34 
2 ,16 ,23 ,10 ,13 
2 ,24 ,20 ,22 ,48 
2 ,22 ,19 ,16 ,9 
2 ,32 ,26 ,9 ,7 
2 ,27 ,3 ,26 ,31 
2 ,28 ,29 ,23 ,10 
2 ,11 ,18 ,13 ,27 
2 ,9 ,21 ,31 ,33 
2 ,2 ,5 ,28 ,20 
2 ,4 ,30 ,33 ,20 
2 ,6 ,25 ,17 ,14 
2 ,12 ,7 ,24 ,31 
2 ,10 ,8 ,27 ,6 
2 ,15 ,1 ,17 ,31 
2 ,17 ,14 ,23 ,27 
3 ,26 ,12 ,17 ,36 
3 ,13 ,15 ,24 ,31 
3 ,24 ,16 ,34 ,14 
3 ,27 ,17 ,23 ,13 
3 ,18 ,28 ,27 ,24 
3 ,30 ,21 ,0 ,24 
3 ,22 ,31 ,24 ,17 
3 ,11 ,32 ,19 ,14 
3 ,23 ,10 ,3 ,23 
3 ,1 ,14 ,10 ,31 
3 ,3 ,8 ,34 ,3 
3 ,7 ,25 ,23 ,20 
3 ,29 ,6 ,19 ,25 
3 ,19 ,2 ,26 ,10 
3 ,4 ,20 ,7 ,27 
3 ,9 ,5 ,21 ,7 
4 ,15 ,31 ,37 ,17 
4 ,16 ,21 ,16 ,27 
4 ,20 ,22 ,24 ,10 
4 ,19 ,3 ,27 ,21 
4 ,25 ,27 ,38 ,28 
4 ,28 ,26 ,35 ,0 
4 ,32 ,30 ,16 ,13 
4 ,13 ,23 ,29 ,6 
4 ,10 ,9 ,17 ,10 
4 ,14 ,29 ,34 ,17 
4 ,8 ,7 ,20 ,23 
4 ,6 ,11 ,48 ,24 
4 ,17 ,4 ,38 ,10 
4 ,18 ,12 ,30 ,23 
5 ,28 ,2 ,10 ,45 
5 ,5 ,32 ,20 ,17 
5 ,24 ,30 ,33 ,14 
5 ,1 ,13 ,28 ,21 
5 ,29 ,15 ,41 ,0 
5 ,11 ,25 ,20 ,28 
5 ,10 ,19 ,20 ,17 
5 ,16 ,9 ,20 ,26 
5 ,31 ,14 ,9 ,31 
5 ,3 ,7 ,14 ,17 
5 ,21 ,23 ,44 ,7 
5 ,4 ,8 ,3 ,6 
5 ,26 ,18 ,10 ,38 
5 ,17 ,22 ,31 ,27 
6 ,20 ,21 ,48 ,27 
6 ,23 ,24 ,13 ,9 
6 ,29 ,1 ,3 ,27 
6 ,30 ,5 ,21 ,28 
6 ,2 ,6 ,21 ,14 
6 ,19 ,31 ,59 ,0 
6 ,18 ,3 ,33 ,31 
6 ,32 ,16 ,6 ,14 
6 ,15 ,26 ,23 ,20 
6 ,12 ,11 ,26 ,0 
6 ,25 ,8 ,27 ,14 
6 ,7 ,13 ,17 ,28 
6 ,22 ,4 ,13 ,16 
6 ,27 ,10 ,23 ,34 
7 ,26 ,14 ,6 ,42 
7 ,9 ,2 ,37 ,21 
7 ,17 ,20 ,34 ,46 
7 ,7 ,6 ,45 ,10 
7 ,21 ,1 ,17 ,24 
7 ,16 ,27 ,7 ,37 
7 ,8 ,12 ,3 ,31 
7 ,25 ,18 ,27 ,17 
7 ,30 ,19 ,7 ,35 
7 ,5 ,4 ,9 ,20 
7 ,23 ,22 ,0 ,38 
7 ,13 ,28 ,24 ,21 
7 ,32 ,24 ,17 ,27 
8 ,22 ,17 ,25 ,30 
8 ,31 ,15 ,30 ,13 
8 ,12 ,18 ,26 ,38 
8 ,11 ,26 ,10 ,17 
8 ,3 ,10 ,30 ,7 
8 ,9 ,29 ,38 ,17 
8 ,14 ,28 ,18 ,14 
8 ,6 ,8 ,30 ,6 
8 ,1 ,5 ,21 ,34 
8 ,24 ,21 ,40 ,17 
8 ,4 ,13 ,10 ,31 
8 ,27 ,23 ,24 ,16 
8 ,20 ,2 ,35 ,27 
9 ,28 ,31 ,27 ,34 
9 ,19 ,17 ,27 ,17 
9 ,15 ,16 ,24 ,21 
9 ,30 ,12 ,38 ,28 
9 ,29 ,11 ,32 ,20 
9 ,20 ,5 ,30 ,20 
9 ,24 ,9 ,16 ,20 
9 ,14 ,13 ,20 ,17 
9 ,7 ,3 ,17 ,7 
9 ,6 ,1 ,21 ,41 
9 ,2 ,32 ,31 ,17 
9 ,21 ,27 ,20 ,21 
9 ,10 ,25 ,10 ,28 
10 ,28 ,6 ,10 ,6 
10 ,22 ,15 ,22 ,24 
10 ,23 ,16 ,10 ,16 
10 ,17 ,30 ,25 ,23 
10 ,26 ,20 ,23 ,28 
10 ,27 ,24 ,31 ,23 
10 ,18 ,11 ,27 ,10 
10 ,32 ,10 ,27 ,17 
10 ,12 ,9 ,17 ,7 
10 ,5 ,2 ,28 ,19 
10 ,31 ,4 ,41 ,17 
10 ,25 ,7 ,12 ,18 
10 ,14 ,19 ,35 ,34 
10 ,1 ,29 ,31 ,20 
10 ,8 ,3 ,0 ,16 
11 ,5 ,17 ,17 ,24 
11 ,10 ,27 ,3 ,32 
11 ,12 ,28 ,30 ,24 
11 ,16 ,25 ,27 ,24 
11 ,18 ,29 ,35 ,9 
11 ,30 ,20 ,7 ,38 
11 ,19 ,22 ,31 ,14 
11 ,9 ,32 ,7 ,6 
11 ,26 ,1 ,13 ,21 
11 ,3 ,14 ,15 ,17 
11 ,11 ,8 ,38 ,37 
11 ,23 ,7 ,20 ,17 
11 ,6 ,24 ,20 ,24 
11 ,15 ,4 ,18 ,15 
11 ,21 ,2 ,34 ,31 
11 ,13 ,31 ,17 ,20 
12 ,11 ,12 ,12 ,34 
12 ,10 ,21 ,26 ,6 
12 ,9 ,23 ,24 ,7 
12 ,3 ,25 ,20 ,17 
12 ,24 ,32 ,27 ,24 
12 ,27 ,16 ,43 ,14 
12 ,28 ,15 ,20 ,3 
12 ,26 ,29 ,17 ,27 
12 ,4 ,17 ,31 ,14 
12 ,31 ,1 ,20 ,17 
12 ,2 ,30 ,20 ,17 
12 ,22 ,5 ,17 ,6 
12 ,18 ,6 ,36 ,10 
12 ,7 ,8 ,16 ,7 
12 ,13 ,14 ,27 ,35 
12 ,20 ,19 ,38 ,17 
13 ,4 ,22 ,13 ,19 
13 ,16 ,10 ,13 ,44 
13 ,15 ,13 ,23 ,18 
13 ,17 ,19 ,22 ,21 
13 ,32 ,20 ,30 ,33 
13 ,25 ,23 ,24 ,27 
13 ,29 ,28 ,20 ,17 
13 ,21 ,9 ,31 ,24 
13 ,1 ,18 ,30 ,17 
13 ,2 ,24 ,7 ,34 
13 ,5 ,30 ,16 ,6 
13 ,6 ,26 ,17 ,9 
13 ,7 ,11 ,23 ,13 
13 ,8 ,27 ,23 ,30 
13 ,14 ,31 ,27 ,17 
13 ,12 ,3 ,27 ,14 
14 ,8 ,25 ,13 ,6 
14 ,13 ,29 ,34 ,7 
14 ,15 ,17 ,10 ,14 
14 ,21 ,24 ,38 ,45 
14 ,30 ,22 ,3 ,26 
14 ,31 ,26 ,47 ,7 
14 ,23 ,32 ,13 ,34 
14 ,3 ,11 ,48 ,3 
14 ,9 ,27 ,17 ,20 
14 ,14 ,10 ,28 ,16 
14 ,18 ,7 ,30 ,10 
14 ,6 ,12 ,14 ,21 
14 ,19 ,5 ,20 ,10 
14 ,16 ,4 ,10 ,16 
14 ,2 ,20 ,23 ,26 
14 ,28 ,1 ,24 ,9 
15 ,15 ,14 ,31 ,35 
15 ,20 ,9 ,17 ,24 
15 ,24 ,28 ,27 ,13 
15 ,31 ,17 ,27 ,24 
15 ,26 ,13 ,13 ,16 
15 ,25 ,12 ,37 ,36 
15 ,10 ,23 ,19 ,20 
15 ,29 ,30 ,7 ,24 
15 ,11 ,1 ,24 ,31 
15 ,16 ,8 ,34 ,41 
15 ,27 ,7 ,27 ,24 
15 ,3 ,6 ,31 ,7 
15 ,5 ,18 ,26 ,7 
15 ,4 ,19 ,10 ,17 
15 ,22 ,2 ,7 ,10 
15 ,32 ,21 ,12 ,45 
16 ,31 ,27 ,17 ,42 
16 ,21 ,5 ,9 ,41 
16 ,20 ,30 ,17 ,20 
16 ,19 ,15 ,35 ,7 
16 ,17 ,13 ,20 ,27 
16 ,25 ,3 ,23 ,20 
16 ,28 ,11 ,20 ,6 
16 ,24 ,10 ,30 ,27 
16 ,32 ,9 ,0 ,17 
16 ,1 ,26 ,31 ,10 
16 ,14 ,22 ,15 ,29 
16 ,8 ,23 ,23 ,9 
16 ,2 ,4 ,31 ,3 
16 ,12 ,29 ,48 ,10 
16 ,7 ,16 ,17 ,10 
16 ,6 ,18 ,36 ,30 
17 ,25 ,32 ,23 ,20 
17 ,29 ,28 ,6 ,28 
17 ,23 ,3 ,13 ,21 
17 ,29 ,31 ,13 ,17 
17 ,18 ,21 ,44 ,7 
17 ,17 ,25 ,24 ,30 
17 ,13 ,19 ,34 ,27 
17 ,10 ,16 ,24 ,44 
17 ,9 ,24 ,24 ,0 
17 ,30 ,2 ,10 ,20 
17 ,4 ,14 ,30 ,7 
17 ,5 ,20 ,23 ,10 
17 ,11 ,6 ,23 ,37 
17 ,22 ,6 ,37 ,0 
17 ,8 ,15 ,23 ,17 
17 ,1 ,12 ,7 ,33 
